time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,classtype,size,number_of_classes,number_of_pupils,average_class_size
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,KS2,1 to 30,491,13164,26.81059063
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,KS2,31 to 35,210,6769,32.23333333
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,KS2,36 plus,4,153,38.25
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,KS2,Total,705,20086,28.49078014
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,1 to 30,1219,32347,26.53568499
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,31 to 35,255,8204,32.17254902
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,36 plus,7,272,38.85714286
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary,Total,1481,40823,27.56448346
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,1 to 30,1392,28023,20.13146552
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,31 to 35,126,3990,31.66666667
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,36 plus,4,319,79.75
201718,Academic year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Secondary,Total,1522,32332,21.24310118
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Infant (Reception plus KS1),1 to 30,324,8838,27.27777778
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Infant (Reception plus KS1),31 to 35,2,62,31
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Infant (Reception plus KS1),36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Infant (Reception plus KS1),Total,326,8900,27.3006135
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,KS2,1 to 30,417,11673,27.99280576
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,KS2,31 to 35,9,281,31.22222222
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,KS2,36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,KS2,Total,426,11954,28.06103286
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,1 to 30,772,21193,27.45207254
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,31 to 35,12,374,31.16666667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,36 plus,4,171,42.75
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary,Total,788,21738,27.58629442
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,1 to 30,540,12092,22.39259259
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,31 to 35,34,1076,31.64705882
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,36 plus,1,36,36
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Secondary,Total,575,13204,22.96347826
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Infant (Reception plus KS1),1 to 30,239,6269,26.23012552
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Infant (Reception plus KS1),31 to 35,3,93,31
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Infant (Reception plus KS1),36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Infant (Reception plus KS1),Total,242,6362,26.2892562
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,KS2,1 to 30,232,6088,26.24137931
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,KS2,31 to 35,18,566,31.44444444
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,KS2,36 plus,1,37,37
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,KS2,Total,251,6691,26.65737052
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,1 to 30,513,13214,25.7582846
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,31 to 35,24,759,31.625
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,36 plus,9,369,41
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary,Total,546,14342,26.26739927
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,1 to 30,514,10615,20.65175097
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,31 to 35,25,790,31.6
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Secondary,Total,539,11405,21.15955473
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Infant (Reception plus KS1),1 to 30,394,10073,25.56598985
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Infant (Reception plus KS1),31 to 35,6,187,31.16666667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Infant (Reception plus KS1),36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Infant (Reception plus KS1),Total,400,10260,25.65
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,KS2,1 to 30,289,7306,25.28027682
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,KS2,31 to 35,20,636,31.8
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,KS2,36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,KS2,Total,309,7942,25.70226537
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,1 to 30,753,18710,24.84727756
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,31 to 35,31,984,31.74193548
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,36 plus,6,364,60.66666667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary,Total,790,20058,25.38987342
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,1 to 30,818,17450,21.33251834
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,31 to 35,48,1523,31.72916667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,36 plus,3,140,46.66666667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Secondary,Total,869,19113,21.99424626
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Infant (Reception plus KS1),1 to 30,541,14506,26.81330869
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Infant (Reception plus KS1),31 to 35,13,405,31.15384615
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Infant (Reception plus KS1),36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Infant (Reception plus KS1),Total,554,14911,26.91516245
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,KS2,1 to 30,555,15064,27.14234234
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,KS2,31 to 35,116,3682,31.74137931
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,KS2,36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,KS2,Total,671,18746,27.93740686
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,1 to 30,1509,40075,26.55732273
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,31 to 35,173,5493,31.75144509
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,36 plus,4,178,44.5
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary,Total,1686,45746,27.13285884
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,1 to 30,1252,25246,20.16453674
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,31 to 35,142,4519,31.82394366
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,36 plus,1,48,48
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Secondary,Total,1395,29813,21.37132616
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Infant (Reception plus KS1),1 to 30,311,8937,28.73633441
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Infant (Reception plus KS1),31 to 35,7,217,31
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Infant (Reception plus KS1),36 plus,0,0,z
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Infant (Reception plus KS1),Total,318,9154,28.78616352
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,KS2,1 to 30,369,10230,27.72357724
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,KS2,31 to 35,34,1063,31.26470588
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,KS2,36 plus,2,74,37
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,KS2,Total,405,11367,28.06666667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,1 to 30,672,18869,28.07886905
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,31 to 35,29,907,31.27586207
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,36 plus,2,74,37
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary,Total,703,19850,28.23613087
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,1 to 30,643,12653,19.67807154
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,31 to 35,53,1661,31.33962264
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Secondary,Total,696,14314,20.56609195
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Infant (Reception plus KS1),1 to 30,1447,39542,27.32688321
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Infant (Reception plus KS1),31 to 35,121,3776,31.20661157
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Infant (Reception plus KS1),36 plus,1,36,36
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Infant (Reception plus KS1),Total,1569,43354,27.63161249
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,KS2,1 to 30,1540,42582,27.65064935
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,KS2,31 to 35,421,13347,31.70308789
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,KS2,36 plus,3,108,36
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,KS2,Total,1964,56037,28.53207739
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,1 to 30,3373,91604,27.15801957
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,31 to 35,600,18973,31.62166667
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,36 plus,16,760,47.5
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary,Total,3989,111337,27.91100526
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,1 to 30,3349,68563,20.47267841
201718,Academic year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Secondary,31 to 35,351,11140,31.73789174
