time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,la_name,old_la_code,characteristic_grouping,pupil_characteristic,setting_type,pupils
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Total,Total,Registered provider with UKPRN,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000001,Hartlepool,805,Total,Total,Total,32
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Medical condition (mental health need),Education setting with URN,13
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Medical condition (mental health need),Other unregistered provider,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Medical condition (mental health need),Total,15
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Medical condition (physical health need),Education setting with URN,5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Medical condition (physical health need),Total,5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Off-site placement for behavioural support,Education setting with URN,33
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,25
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Off-site placement for behavioural support,Total,59
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Off-site placement for behavioural support,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Other,Education setting with URN,16
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Other,Other unregistered provider,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Placement Reason,Other,Total,18
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Total,Total,Education setting with URN,67
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Total,Total,Other unregistered provider,29
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Total,Total,Total,97
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000002,Middlesbrough,806,Total,Total,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (mental health need),Education setting with URN,13
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (mental health need),Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (mental health need),Total,15
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (physical health need),Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (physical health need),One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Medical condition (physical health need),Total,5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Off-site placement for behavioural support,Education setting with URN,31
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,16
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Off-site placement for behavioural support,Total,48
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Other,Education setting with URN,25
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Other,One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Other,Other unregistered provider,5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Other,Total,32
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Placement Reason,Other,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,Education setting with URN,73
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,One on one tuition,3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,Other unregistered provider,22
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,Registered provider with UKPRN,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,Total,100
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000003,Redcar and Cleveland,807,Total,Total,Work based placement,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Medical condition (mental health need),Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Medical condition (mental health need),One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Medical condition (mental health need),Other unregistered provider,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Medical condition (mental health need),Total,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,Education setting with URN,44
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,One on one tuition,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,Other unregistered provider,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,Total,53
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Off-site placement for behavioural support,Work based placement,3
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Education setting with URN,4
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Other unregistered provider,7
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Registered provider with UKPRN,6
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Total,22
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Placement Reason,Other,Work based placement,5
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Total,Total,Education setting with URN,52
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Total,Total,Non-maintained further education college,1
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Total,Total,One on one tuition,2
202425,Academic year,Local authority,E92000001,England,E12000001,North East,E06000004,Stockton-on-Tees,808,Total,Total,Other unregistered provider,12
